timestamp,merchant,amount,city,state,pred_category,category
2019-07-01 02:09:00,fraud_koepp parker,93.33,Llano,NM,grocery_pos,grocery_pos
2019-07-01 02:09:00,fraud_prohaska murray,61.5,Mount Hope,AL,gas_transport,gas_transport
2019-07-01 02:09:00,fraud_boyer plc,6.04,New Waverly,TX,shopping_net,shopping_net
2019-07-01 02:10:00,fraud_mraz herzog,85.05,Livonia,MI,gas_transport,gas_transport
2019-07-01 02:10:00,fraud_boehm predovic and reinger,1.26,Whigham,GA,misc_pos,misc_pos
2019-07-01 02:11:00,fraud_hills olson,99.13,Gadsden,AL,grocery_net,grocery_net
2019-07-01 02:12:00,fraud_spencer runolfsson,34.42,Fort Washakie,WY,misc_pos,misc_pos
2019-07-01 02:12:00,fraud_schumm bauch and ondricka,122.43,Mountain Center,CA,grocery_pos,grocery_pos
2019-07-01 02:12:00,fraud_kohler lindgren and koelpin,69.91,Pittsburgh,PA,grocery_net,grocery_net
2019-07-01 02:13:00,fraud_denesik and sons,3.66,Heislerville,NJ,shopping_pos,shopping_pos
2019-07-01 02:13:00,fraud_friesen stamm,60.44,Grand Bay,AL,gas_transport,gas_transport
2019-07-01 02:15:00,fraud_kuphal bartoletti,2.4,El Paso,TX,misc_net,misc_net
2019-07-01 02:16:00,fraud_towne walker and borer,79.29,Stillwater,OK,grocery_net,grocery_net
2019-07-01 02:17:00,fraud_schroeder hauck and treutel,11.14,Louisville,KY,entertainment,entertainment
2019-07-01 02:17:00,fraud_casper hand and zulauf,116.68,Harrington Park,NJ,grocery_pos,grocery_pos
2019-07-01 02:18:00,fraud_bins rice,105.07,Trenton,TX,gas_transport,gas_transport
2019-07-01 02:18:00,fraud_douglas white,75.05,Ratcliff,TX,entertainment,entertainment
2019-07-01 02:18:00,fraud_prohaska murray,60.99,Sunflower,MS,gas_transport,gas_transport
2019-07-01 02:19:00,fraud_rau and sons,38.65,Karnack,TX,grocery_pos,grocery_pos
2019-07-01 02:19:00,fraud_conroy ltd,308.48,Whigham,GA,shopping_pos,shopping_pos
2019-07-01 02:19:00,fraud_ortiz group,34.76,Lebanon,VA,grocery_net,grocery_net
2019-07-01 02:20:00,fraud_lockman ltd,211.75,Ronceverte,WV,grocery_pos,grocery_pos
2019-07-01 02:20:00,fraud_lind huel and mcclure,53.02,Cressona,PA,gas_transport,gas_transport
2019-07-01 02:20:00,fraud_rau and sons,85.67,Conway,WA,grocery_pos,grocery_pos
2019-07-01 02:21:00,fraud_spinka inc,13.5,Battle Creek,IA,grocery_net,grocery_net
2019-07-01 02:21:00,fraud_klein group,1.52,Grand Ridge,FL,entertainment,entertainment
2019-07-01 02:22:00,fraud_kilback group,38.05,Warren,MI,food_dining,food_dining
2019-07-01 02:23:00,fraud_langworth boehm and gulgowski,5.41,Shenandoah Junction,WV,shopping_net,shopping_net
2019-07-01 02:23:00,fraud_cole plc,107.61,Stephensport,KY,grocery_pos,grocery_pos
2019-07-01 02:24:00,fraud_schroeder hauck and treutel,33.02,Waukesha,WI,entertainment,entertainment
2019-07-01 02:24:00,fraud_johns hoeger,36.7,Stephensport,KY,entertainment,entertainment
2019-07-01 02:24:00,fraud_schumm mclaughlin and carter,80.5,Naples,FL,food_dining,food_dining
2019-07-01 02:24:00,fraud_olson becker and koch,68.74,Utica,MO,gas_transport,gas_transport
2019-07-01 02:24:00,fraud_lynch ltd,8.68,Tamaroa,IL,shopping_pos,shopping_pos
2019-07-01 02:25:00,fraud_conroy emard,172.5,Pomona,NY,food_dining,food_dining
2019-07-01 02:25:00,fraud_mcdermott weimann,114.88,Spearsville,LA,grocery_pos,grocery_pos
2019-07-01 02:26:00,fraud_heller gutmann and zieme,184.25,Old Hickory,TN,grocery_pos,grocery_pos
2019-07-01 02:26:00,fraud_schamberger o keefe,92.02,Acworth,NH,grocery_pos,grocery_pos
2019-07-01 02:27:00,fraud_rowe vandervort,90.15,Rock Springs,WY,grocery_net,grocery_net
2019-07-01 02:27:00,fraud_heller abshire,109.2,Atglen,PA,grocery_net,grocery_net
2019-07-01 02:28:00,fraud_torp labadie,54.82,Greenbush,VA,gas_transport,gas_transport
2019-07-01 02:29:00,fraud_padberg welch,22.9,Titusville,FL,grocery_pos,grocery_pos
2019-07-01 02:30:00,fraud_stroman hudson and erdman,66.42,Mount Morris,NY,gas_transport,gas_transport
2019-07-01 02:30:00,fraud_rutherford homenick and bergstrom,44.46,Cottekill,NY,grocery_net,grocery_net
2019-07-01 02:30:00,fraud_rodriguez group,69.52,Jefferson,NY,gas_transport,gas_transport
2019-07-01 02:30:00,fraud_connelly reichert and fritsch,66.99,Rock Springs,WY,gas_transport,gas_transport
2019-07-01 02:31:00,fraud_erdman kertzmann,70.06,Tomahawk,WI,gas_transport,gas_transport
2019-07-01 02:32:00,fraud_kuvalis ltd,63.9,Ozawkie,KS,gas_transport,gas_transport
2019-07-01 02:33:00,fraud_klocko llc,4.57,Independence,MO,misc_net,misc_net
2019-07-01 02:33:00,fraud_flatley group,48.46,Philadelphia,PA,misc_pos,misc_pos
2019-07-01 02:34:00,fraud_keeling crist,38.87,Bauxite,AR,misc_pos,misc_pos
2019-07-01 02:34:00,fraud_dooley inc,8.67,Kenner,LA,shopping_pos,shopping_pos
2019-07-01 02:34:00,fraud_haley jewess and bechtelar,5.07,River,KY,shopping_pos,shopping_pos
2019-07-01 02:34:00,fraud_bauch blanda,5.51,Waukesha,WI,entertainment,entertainment
2019-07-01 02:34:00,fraud_o keefe hudson,94.0,Waupaca,WI,grocery_pos,grocery_pos
2019-07-01 02:35:00,fraud_smitham schiller,61.23,Nokomis,IL,grocery_net,grocery_net
2019-07-01 02:35:00,fraud_abshire plc,255.84,Farmington,NY,entertainment,entertainment
2019-07-01 02:35:00,fraud_kihn inc,6.14,Oxford,MI,shopping_pos,shopping_pos
2019-07-01 02:37:00,fraud_emmerich luettgen,53.09,Topeka,KS,grocery_net,grocery_net
2019-07-01 02:38:00,fraud_bauch blanda,4.21,North Prairie,WI,entertainment,entertainment
2019-07-01 02:38:00,fraud_maggio fahey,4.17,Liberty Mills,IN,misc_pos,misc_pos
2019-07-01 02:39:00,fraud_koss mclaughlin and mayer,173.85,Hopkins,SC,food_dining,food_dining
2019-07-01 02:40:00,fraud_emard inc,85.41,Corona,CA,gas_transport,gas_transport
2019-07-01 02:40:00,fraud_cole plc,114.64,Ollie,IA,grocery_pos,grocery_pos
2019-07-01 02:41:00,fraud_schultz simonis and little,176.76,Phoenix,AZ,grocery_pos,grocery_pos
2019-07-01 02:41:00,fraud_kuphal predovic,33.08,Lahoma,OK,misc_net,misc_net
2019-07-01 02:41:00,fraud_bradtke plc,125.73,Brownville,NY,grocery_pos,grocery_pos
2019-07-01 02:42:00,fraud_bauch raynor,100.31,Birmingham,IA,grocery_pos,grocery_pos
2019-07-01 02:43:00,fraud_luettgen plc,73.67,Spearsville,LA,gas_transport,gas_transport
2019-07-01 02:44:00,fraud_prohaska murray,55.43,Keisterville,PA,gas_transport,gas_transport
2019-07-01 02:44:00,fraud_friesen d amore,76.22,Oxford,MI,gas_transport,gas_transport
2019-07-01 02:44:00,fraud_streich dietrich and barton,7.55,Ashfield,MA,shopping_net,shopping_net
2019-07-01 02:45:00,fraud_hintz bruen,28.68,Whaleyville,MD,grocery_net,grocery_net
2019-07-01 02:45:00,fraud_bauch raynor,211.12,Plainfield,NJ,grocery_pos,grocery_pos
2019-07-01 02:46:00,fraud_sporer inc,72.69,Murrayville,IL,gas_transport,gas_transport
2019-07-01 02:47:00,fraud_donnelly plc,56.56,Paint Rock,AL,misc_net,misc_net
2019-07-01 02:47:00,fraud_mcglynn jaskolski,3.29,Joliet,IL,misc_pos,misc_pos
2019-07-01 02:47:00,fraud_terry huel,98.41,Mount Saint Joseph,OH,shopping_net,shopping_net
2019-07-01 02:47:00,fraud_nienow plc,60.41,Santa Monica,CA,entertainment,entertainment
2019-07-01 02:49:00,fraud_johns inc,3.35,Metairie,LA,entertainment,entertainment
2019-07-01 02:49:00,fraud_bailey morar,62.86,East Canaan,CT,grocery_pos,grocery_pos
2019-07-01 02:49:00,fraud_koelpin and sons,9.02,Sterling City,TX,misc_net,misc_net
2019-07-01 02:49:00,fraud_koelpin and sons,43.12,Knoxville,TN,misc_net,misc_net
2019-07-01 02:51:00,fraud_spencer runolfsson,42.88,Fiddletown,CA,misc_pos,misc_pos
2019-07-01 02:54:00,fraud_marks inc,87.01,Belgrade,MT,gas_transport,gas_transport
2019-07-01 02:54:00,fraud_ferry reichel and dubuque,42.17,Baroda,MI,grocery_net,grocery_net
2019-07-01 02:55:00,fraud_bogisich inc,165.91,Garrattsville,NY,grocery_pos,grocery_pos
2019-07-01 02:56:00,fraud_lockman ltd,196.94,Lake Oswego,OR,grocery_pos,grocery_pos
2019-07-01 02:56:00,fraud_stoltenberg beatty,3.27,Norwich,OH,shopping_pos,shopping_pos
2019-07-01 02:56:00,fraud_kilback llc,48.22,Aurora,CO,grocery_pos,grocery_pos
2019-07-01 02:56:00,fraud_mosciski gislason and mertz,85.84,West Henrietta,NY,grocery_pos,grocery_pos
2019-07-01 02:56:00,fraud_maggio fahey,38.93,Mayersville,MS,misc_pos,misc_pos
2019-07-01 02:57:00,fraud_o keefe hudson,114.96,Comfort,WV,grocery_pos,grocery_pos
2019-07-01 02:57:00,fraud_funk group,61.02,Diamond,OH,grocery_net,grocery_net
2019-07-01 02:57:00,fraud_lockman west and runte,104.12,Smith River,CA,grocery_pos,grocery_pos
2019-07-01 02:59:00,fraud_pfeffer and sons,4.0,Minneapolis,MN,shopping_pos,shopping_pos
2019-07-01 02:59:00,fraud_boehm predovic and reinger,35.36,Lorenzo,TX,misc_pos,misc_pos
2019-07-01 03:01:00,fraud_ledner pfannerstill,53.84,Webster City,IA,gas_transport,gas_transport
2019-07-01 03:02:00,fraud_shields inc,51.74,Zaleski,OH,grocery_net,grocery_net
2019-07-01 03:02:00,fraud_mccullough group,60.82,Valdosta,GA,grocery_net,grocery_net
2019-07-01 03:02:00,fraud_ledner pfannerstill,71.54,Littleton,CO,gas_transport,gas_transport
2019-07-01 03:02:00,fraud_torp lemke,1.19,Ridgeland,MS,misc_pos,misc_pos
2019-07-01 03:04:00,fraud_kuvalis ltd,65.02,Indianapolis,IN,gas_transport,gas_transport
2019-07-01 03:04:00,fraud_schumm bauch and ondricka,132.79,Yellowstone National Park,WY,grocery_pos,grocery_pos
2019-07-01 03:05:00,fraud_connelly reichert and fritsch,74.48,Bigelow,MN,gas_transport,gas_transport
2019-07-01 03:05:00,fraud_ferry lynch and kautzer,7.25,Wichita,KS,misc_net,misc_net
2019-07-01 03:05:00,fraud_o keefe hudson,85.85,Brantley,AL,grocery_pos,grocery_pos
2019-07-01 03:06:00,fraud_koepp witting,86.81,Bradley,SC,grocery_pos,grocery_pos
2019-07-01 03:06:00,fraud_cremin hamill and reichel,38.81,Utica,PA,misc_pos,misc_pos
2019-07-01 03:06:00,fraud_durgan auer,1.25,Holliday,TX,misc_net,misc_net
2019-07-01 03:07:00,fraud_mraz herzog,71.55,Winter,WI,gas_transport,gas_transport
2019-07-01 03:07:00,fraud_lockman west and runte,32.36,Leo,IN,grocery_pos,grocery_pos
2019-07-01 03:07:00,fraud_gibson deckow,1.36,Atglen,PA,entertainment,entertainment
2019-07-01 03:08:00,fraud_robel cummerata and prosacco,94.86,Rhame,ND,gas_transport,gas_transport
2019-07-01 03:08:00,fraud_beier llc,144.72,Warren,MI,entertainment,entertainment
2019-07-01 03:09:00,fraud_bruen yost,288.77,Moores Hill,IN,misc_pos,misc_pos
2019-07-01 03:09:00,fraud_ledner pfannerstill,101.51,Key West,FL,gas_transport,gas_transport
2019-07-01 03:09:00,fraud_wolf inc,87.48,Scotia,SC,grocery_pos,grocery_pos
2019-07-01 03:09:00,fraud_raynor reinger and hagenes,57.6,Manley,NE,gas_transport,gas_transport
2019-07-01 03:10:00,fraud_sporer inc,65.86,Phoenix,AZ,gas_transport,gas_transport
2019-07-01 03:10:00,fraud_mosciski gislason and mertz,72.71,Lawrence,MA,grocery_pos,grocery_pos
2019-07-01 03:10:00,fraud_pouros conroy,1.06,Oxford,MI,shopping_pos,shopping_pos
2019-07-01 03:11:00,fraud_dach nader,6.37,Clayton,OK,misc_net,misc_net
2019-07-01 03:13:00,fraud_dubuque llc,93.56,Mount Morris,NY,grocery_pos,grocery_pos
2019-07-01 03:13:00,fraud_schaefer mcglynn and bosco,67.19,Princeton,IA,gas_transport,gas_transport
2019-07-01 03:13:00,fraud_mante group,1.17,Titusville,FL,misc_net,misc_net
2019-07-01 03:14:00,fraud_kutch and sons,79.28,New Holstein,WI,grocery_pos,grocery_pos
2019-07-01 03:15:00,fraud_sporer inc,89.11,Thida,AR,gas_transport,gas_transport
2019-07-01 03:15:00,fraud_kiehn inc,64.13,Bessemer,AL,grocery_pos,grocery_pos
2019-07-01 03:15:00,fraud_donnelly plc,7.32,Lakeview,MI,misc_net,misc_net
2019-07-01 03:16:00,fraud_lehner reichert and mills,7.71,Laguna Hills,CA,misc_pos,misc_pos
2019-07-01 03:17:00,fraud_willms kris and bergnaum,1.98,Bay Minette,AL,shopping_pos,shopping_pos
2019-07-01 03:17:00,fraud_kunde sanford,9.09,Tickfaw,LA,misc_net,misc_net
2019-07-01 03:17:00,fraud_rutherford homenick and bergstrom,85.46,Clarksville,TN,grocery_net,grocery_net
2019-07-01 03:17:00,fraud_bins rice,55.2,Thomas,WV,gas_transport,gas_transport
2019-07-01 03:19:00,fraud_hudson ratke,116.36,Hudson,KS,grocery_pos,grocery_pos
2019-07-01 03:19:00,fraud_gerlach inc,8.42,Cassatt,SC,shopping_net,shopping_net
2019-07-01 03:21:00,fraud_luettgen plc,60.69,Corsica,PA,gas_transport,gas_transport
2019-07-01 03:21:00,fraud_douglas schneider and turner,144.88,West Hartford,VT,shopping_pos,shopping_pos
2019-07-01 03:21:00,fraud_rippin kub and mann,42.88,Mesa,ID,misc_net,misc_net
2019-07-01 03:22:00,fraud_huels nolan,42.06,Centerview,MO,gas_transport,gas_transport
2019-07-01 03:23:00,fraud_bartoletti wunsch,42.45,Coleharbor,ND,gas_transport,gas_transport
2019-07-01 03:23:00,fraud_conroy cruickshank,96.47,Lawrence,MA,gas_transport,gas_transport
2019-07-01 03:24:00,fraud_pagac llc,4.87,Ash Flat,AR,shopping_pos,shopping_pos
2019-07-01 03:24:00,fraud_zieme bode and dooley,67.6,Pomona,NY,gas_transport,gas_transport
2019-07-01 03:24:00,fraud_denesik and sons,8.41,Brinson,GA,shopping_pos,shopping_pos
2019-07-01 03:26:00,fraud_cummings group,46.22,Kansas City,MO,grocery_net,grocery_net
2019-07-01 03:26:00,fraud_medhurst plc,213.85,Enola,AR,shopping_net,shopping_net
2019-07-01 03:27:00,fraud_herman inc,253.93,Coleharbor,ND,misc_pos,misc_pos
2019-07-01 03:27:00,fraud_huel hammes and witting,96.61,Meadville,MO,grocery_pos,grocery_pos
2019-07-01 03:28:00,fraud_kerluke kertzmann and wiza,10.49,Heart Butte,MT,misc_net,misc_net
2019-07-01 03:31:00,fraud_medhurst plc,198.33,Orient,NY,shopping_net,shopping_net
2019-07-01 03:31:00,fraud_klocko llc,1.47,Meridian,TX,misc_net,misc_net
2019-07-01 03:31:00,fraud_kiehn emmerich,182.43,West Sayville,NY,grocery_pos,grocery_pos
2019-07-01 03:31:00,fraud_johnson runolfsdottir and mayer,6.1,River,KY,misc_net,misc_net
2019-07-01 03:31:00,fraud_gleason macejkovic,430.66,Parks,AZ,shopping_net,shopping_net
2019-07-01 03:31:00,fraud_ledner pfannerstill,71.39,Burns Flat,OK,gas_transport,gas_transport
2019-07-01 03:32:00,fraud_goldner lemke,59.79,Timberville,VA,entertainment,entertainment
2019-07-01 03:32:00,fraud_bruen yost,9.5,Mc Nabb,IL,misc_pos,misc_pos
2019-07-01 03:32:00,fraud_cummings group,33.5,North Loup,NE,grocery_net,grocery_net
2019-07-01 03:33:00,fraud_mayert group,175.36,Montrose,NY,shopping_pos,shopping_pos
2019-07-01 03:33:00,fraud_denesik and sons,94.38,Barnard,SD,shopping_pos,shopping_pos
2019-07-01 03:34:00,fraud_dickinson rempel,29.33,Juliette,GA,misc_pos,misc_pos
2019-07-01 03:34:00,fraud_friesen stamm,69.09,Washington,DC,gas_transport,gas_transport
2019-07-01 03:35:00,fraud_ferry lynch and kautzer,3.06,Tamaroa,IL,misc_net,misc_net
2019-07-01 03:36:00,fraud_ledner pfannerstill,48.78,Spencer,SD,gas_transport,gas_transport
2019-07-01 03:36:00,fraud_kozey boehm,8.56,Ratcliff,TX,shopping_net,shopping_net
2019-07-01 03:36:00,fraud_greenholt jacobi and gleason,31.34,Oolitic,IN,gas_transport,gas_transport
2019-07-01 03:36:00,fraud_schultz simonis and little,74.85,Logan,IL,grocery_pos,grocery_pos
2019-07-01 03:36:00,fraud_cremin hamill and reichel,85.66,Knoxville,TN,misc_pos,misc_pos
2019-07-01 03:38:00,fraud_torphy goyette,9.34,North Augusta,SC,shopping_pos,shopping_pos
2019-07-01 03:39:00,fraud_huel ltd,2.47,Greenwich,NJ,misc_net,misc_net
2019-07-01 03:39:00,fraud_auer mosciski,176.07,Manistique,MI,grocery_pos,grocery_pos
2019-07-01 03:40:00,fraud_jones sawayn and romaguera,307.17,Grandview,TX,misc_net,misc_net
2019-07-01 03:40:00,fraud_pacocha o reilly,67.19,Detroit,MI,grocery_pos,grocery_pos
2019-07-01 03:41:00,fraud_strosin cruickshank,91.84,Washington Court House,OH,grocery_pos,grocery_pos
2019-07-01 03:41:00,fraud_friesen inc,12.68,Saint Louis,MO,shopping_pos,shopping_pos
2019-07-01 03:41:00,fraud_raynor reinger and hagenes,53.66,Cross Plains,TX,gas_transport,gas_transport
2019-07-01 03:42:00,fraud_buckridge plc,5.76,Webster City,IA,misc_pos,misc_pos
2019-07-01 03:42:00,fraud_buckridge plc,52.15,Saint Paul,MN,misc_pos,misc_pos
2019-07-01 03:42:00,fraud_koss mclaughlin and mayer,56.32,Stillwater,OK,food_dining,food_dining
2019-07-01 03:42:00,fraud_friesen stamm,82.35,Marienville,PA,gas_transport,gas_transport
2019-07-01 03:44:00,fraud_marks inc,57.64,Pembroke Township,IL,gas_transport,gas_transport
2019-07-01 03:45:00,fraud_smitham schiller,26.04,Mallie,KY,grocery_net,grocery_net
2019-07-01 03:45:00,fraud_herzog ltd,9.98,Palmdale,CA,misc_pos,misc_pos
2019-07-01 03:46:00,fraud_auer west,146.35,Manor,PA,shopping_net,shopping_net
2019-07-01 03:46:00,fraud_zieme bode and dooley,47.6,Moorhead,MS,gas_transport,gas_transport
2019-07-01 03:46:00,fraud_bogisich inc,118.19,Tyaskin,MD,grocery_pos,grocery_pos
2019-07-01 03:46:00,fraud_tillman fritsch and schmitt,129.95,Parsonsfield,ME,misc_net,misc_net
2019-07-01 03:47:00,fraud_schmitt inc,48.84,Pembroke Township,IL,gas_transport,gas_transport
2019-07-01 03:47:00,fraud_huels nolan,50.71,East Andover,ME,gas_transport,gas_transport
2019-07-01 03:48:00,fraud_bruen yost,3.73,Surrency,GA,misc_pos,misc_pos
2019-07-01 03:48:00,fraud_rempel inc,6.8,May,TX,shopping_net,shopping_net
2019-07-01 03:48:00,fraud_barton inc,159.85,Steuben,ME,grocery_pos,grocery_pos
2019-07-01 03:48:00,fraud_schoen kuphal and nitzsche,83.14,Whigham,GA,grocery_pos,grocery_pos
2019-07-01 03:49:00,fraud_hills olson,63.67,Parker Dam,CA,grocery_net,grocery_net
2019-07-01 03:50:00,fraud_kutch and sons,125.94,Browning,MO,grocery_pos,grocery_pos
2019-07-01 03:51:00,fraud_johnson runolfsdottir and mayer,1.88,Mulberry Grove,IL,misc_net,misc_net
2019-07-01 03:53:00,fraud_daugherty pouros and beahan,2.04,Paulding,OH,shopping_pos,shopping_pos
2019-07-01 03:53:00,fraud_ruecker beer and collier,1.73,Lahoma,OK,shopping_net,shopping_net
2019-07-01 03:53:00,fraud_kutch llc,38.27,Notrees,TX,gas_transport,gas_transport
2019-07-01 03:54:00,fraud_torp labadie,65.11,Camden,MO,gas_transport,gas_transport
2019-07-01 03:54:00,fraud_wuckert walter,47.46,Denham Springs,LA,grocery_net,grocery_net
2019-07-01 03:55:00,fraud_kovacek dibbert and ondricka,222.6,Leonard,TX,grocery_pos,grocery_pos
2019-07-01 03:55:00,fraud_casper hand and zulauf,59.25,Boonton,NJ,grocery_pos,grocery_pos
2019-07-01 03:56:00,fraud_ledner pfannerstill,61.98,Grant,AL,gas_transport,gas_transport
2019-07-01 03:56:00,fraud_koelpin and sons,2.88,Parsonsfield,ME,misc_net,misc_net
2019-07-01 03:57:00,fraud_bauch raynor,181.27,Indianapolis,IN,grocery_pos,grocery_pos
2019-07-01 03:57:00,fraud_bradtke plc,106.63,Orr,MN,grocery_pos,grocery_pos
2019-07-01 03:57:00,fraud_halvorson group,9.09,Bay Minette,AL,misc_pos,misc_pos
2019-07-01 03:57:00,fraud_heidenreich plc,108.6,Utica,PA,grocery_pos,grocery_pos
2019-07-01 03:57:00,fraud_jenkins hauck and friesen,66.8,Rockwood,PA,gas_transport,gas_transport
2019-07-01 03:58:00,fraud_willms kris and bergnaum,131.19,Williams,IN,shopping_pos,shopping_pos
2019-07-01 03:58:00,fraud_johnson runolfsdottir and mayer,958.51,Morrisdale,PA,misc_net,misc_net
2019-07-01 03:58:00,fraud_schumm bauch and ondricka,117.86,Freedom,WY,grocery_pos,grocery_pos
2019-07-01 03:58:00,fraud_marks inc,69.99,Saint Paul,MN,gas_transport,gas_transport
2019-07-01 03:59:00,fraud_hickle group,3.35,Paulding,OH,shopping_pos,shopping_pos
2019-07-01 03:59:00,fraud_lemke gutmann,111.83,Oak Hill,NY,shopping_net,shopping_net
2019-07-01 03:59:00,fraud_vandervort funk,179.84,Holcomb,KS,grocery_pos,grocery_pos
2019-07-01 03:59:00,fraud_murray smitham,119.6,Holloway,OH,grocery_pos,grocery_pos
2019-07-01 03:59:00,fraud_lehner reichert and mills,38.69,Dieterich,IL,misc_pos,misc_pos
2019-07-01 04:00:00,fraud_lehner mosciski and king,1.25,Lohrville,IA,misc_net,misc_net
2019-07-01 04:00:00,fraud_romaguera cruickshank and greenholt,1.81,Andrews,IN,shopping_net,shopping_net
2019-07-01 04:00:00,fraud_padberg welch,78.03,Karnack,TX,grocery_pos,grocery_pos
2019-07-01 04:01:00,fraud_dibbert green,36.21,Naples,FL,entertainment,entertainment
2019-07-01 04:01:00,fraud_lockman west and runte,100.01,Haw River,NC,grocery_pos,grocery_pos
2019-07-01 04:02:00,fraud_bogisich inc,99.44,Altonah,UT,grocery_pos,grocery_pos
2019-07-01 04:02:00,fraud_marks inc,71.0,North Prairie,WI,gas_transport,gas_transport
2019-07-01 04:02:00,fraud_kris padberg,15.54,Stirling,NJ,shopping_pos,shopping_pos
2019-07-01 04:04:00,fraud_barton inc,108.37,Livonia,MI,grocery_pos,grocery_pos
2019-07-01 04:04:00,fraud_kerluke inc,6.7,Camden,NY,misc_net,misc_net
2019-07-01 04:04:00,fraud_spinka inc,71.72,Auburn,ME,grocery_net,grocery_net
2019-07-01 04:04:00,fraud_goldner lemke,4.47,Karnack,TX,entertainment,entertainment
2019-07-01 04:04:00,fraud_brown plc,1.29,Pembroke,NC,misc_net,misc_net
2019-07-01 04:05:00,fraud_koss and sons,30.43,Kirby,OH,gas_transport,gas_transport
2019-07-01 04:05:00,fraud_towne llc,34.39,Helm,CA,misc_pos,misc_pos
2019-07-01 04:05:00,fraud_christiansen goyette and schamberger,32.75,Norwich,OH,gas_transport,gas_transport
2019-07-01 04:07:00,fraud_schaefer maggio and daugherty,76.74,Paxton,MA,gas_transport,gas_transport
2019-07-01 04:07:00,fraud_kihn inc,1.47,Bay Minette,AL,shopping_pos,shopping_pos
2019-07-01 04:07:00,fraud_bogisich inc,154.61,Rule,TX,grocery_pos,grocery_pos
2019-07-01 04:07:00,fraud_lehner mosciski and king,89.72,Leetsdale,PA,misc_net,misc_net
2019-07-01 04:08:00,fraud_zemlak group,8.59,East Andover,ME,misc_net,misc_net
2019-07-01 04:08:00,fraud_prohaska murray,45.42,Camden,MO,gas_transport,gas_transport
2019-07-01 04:08:00,fraud_bauch raynor,80.72,Fullerton,NE,grocery_pos,grocery_pos
2019-07-01 04:09:00,fraud_hintz bruen,61.48,Moab,UT,grocery_net,grocery_net
2019-07-01 04:10:00,fraud_lehner reichert and mills,6.01,Delhi,LA,misc_pos,misc_pos
2019-07-01 04:11:00,fraud_pacocha bauch,1.55,Greenwich,NJ,shopping_pos,shopping_pos
2019-07-01 04:11:00,fraud_barrows plc,123.85,Manderson,SD,shopping_pos,shopping_pos
2019-07-01 04:12:00,fraud_murray smitham,87.3,Rockwell,IA,grocery_pos,grocery_pos
2019-07-01 04:12:00,fraud_goyette howell and collier,137.34,New Boston,IL,shopping_pos,shopping_pos
2019-07-01 04:14:00,fraud_sporer inc,40.39,Redford,MO,gas_transport,gas_transport
2019-07-01 04:14:00,fraud_koss and sons,76.4,Winter,WI,gas_transport,gas_transport
2019-07-01 04:14:00,fraud_tromp kerluke and glover,52.52,Haw River,NC,grocery_net,grocery_net
2019-07-01 04:14:00,fraud_terry huel,76.52,Beasley,TX,shopping_net,shopping_net
2019-07-01 04:15:00,fraud_auer mosciski,199.83,Roma,TX,grocery_pos,grocery_pos
2019-07-01 04:15:00,fraud_huels nolan,45.05,Shields,ND,gas_transport,gas_transport
2019-07-01 04:15:00,fraud_trantow plc,79.5,Moravian Falls,NC,grocery_net,grocery_net
2019-07-01 04:15:00,fraud_stroman hudson and erdman,55.69,Eagarville,IL,gas_transport,gas_transport
2019-07-01 04:16:00,fraud_auer mosciski,86.18,Gadsden,AL,grocery_pos,grocery_pos
2019-07-01 04:16:00,fraud_langworth boehm and gulgowski,13.98,Parsonsfield,ME,shopping_net,shopping_net
2019-07-01 04:16:00,fraud_bauch raynor,144.73,Thrall,TX,grocery_pos,grocery_pos
2019-07-01 04:17:00,fraud_quitzon green and bashirian,5.44,Utica,KS,shopping_pos,shopping_pos
2019-07-01 04:18:00,fraud_larkin stracke and greenfelder,87.21,Edinburg,VA,entertainment,entertainment
2019-07-01 04:19:00,fraud_douglas schneider and turner,1.11,Lamy,NM,shopping_pos,shopping_pos
2019-07-01 04:19:00,fraud_barton inc,199.6,Wilmington,NC,grocery_pos,grocery_pos
2019-07-01 04:19:00,fraud_jaskolski vandervort,32.28,Tyler,TX,misc_net,misc_net
2019-07-01 04:20:00,fraud_berge llc,40.73,Achille,OK,gas_transport,gas_transport
2019-07-01 04:20:00,fraud_mccullough llc,9.11,Grover,NC,misc_pos,misc_pos
2019-07-01 04:20:00,fraud_kiehn emmerich,129.11,Red River,NM,grocery_pos,grocery_pos
2019-07-01 04:21:00,fraud_pouros conroy,139.25,Moulton,IA,shopping_pos,shopping_pos
2019-07-01 04:21:00,fraud_klein group,15.9,Delhi,LA,entertainment,entertainment
2019-07-01 04:22:00,fraud_jones sawayn and romaguera,2.28,Ruth,NV,misc_net,misc_net
2019-07-01 04:22:00,fraud_welch rath and koepp,18.61,Grassflat,PA,entertainment,entertainment
2019-07-01 04:22:00,fraud_shields inc,46.22,Avera,GA,grocery_net,grocery_net
2019-07-01 04:22:00,fraud_parisian schiller and altenwerth,8.1,Thomas,WV,misc_net,misc_net
2019-07-01 04:23:00,fraud_mohr bayer,5.34,Tulsa,OK,shopping_net,shopping_net
2019-07-01 04:24:00,fraud_bailey morar,124.45,Freedom,WY,grocery_pos,grocery_pos
2019-07-01 04:24:00,fraud_boehm predovic and reinger,2.03,Montrose,NY,misc_pos,misc_pos
2019-07-01 04:26:00,fraud_kuhic inc,62.03,Albany,NY,grocery_pos,grocery_pos
